"","inst_type","org_name","ORG_STATE","IDC_decline","oldIDC","totaldirect","IDC_pct_decline","IDC_decline_mm","totaldirect_mm","oldIDC_mm","IDC_plot_name"
"1195","Not Higher Ed","Feonix - Mobility Rising","NE",0,30541,344459,0,0,0.344459,0.030541,"Other"
"1196","Not Higher Ed","Ferrologix, Inc.","CA",148732.95,260283,743667,0.571427830476827,0.14873295,0.743667,0.260283,"Other"
"1197","Not Higher Ed","Fesariustherapeutics, Inc.","NY",283635.4,453817,1134544,0.62499950420544,0.2836354,1.134544,0.453817,"Other"
"1198","Not Higher Ed","Fibrobiologics, Llc","SC",7114.6,43552,242916,0.163358743570904,0.0071146,0.242916,0.043552,"Other"
"1199","Not Higher Ed","Fibronox, L.l.c.","AZ",670.25,131274,1047690,0.00510573304690952,0.00067025,1.04769,0.131274,"Other"
"1200","Not Higher Ed","Fibroplate, Inc.","NV",17791.25,62582,298605,0.284287015435748,0.01779125,0.298605,0.062582,"Other"
"1201","Not Higher Ed","Filtro Medical Inc.","CA",0,93440,867315,0,0,0.867315,0.09344,"Other"
"1202","Not Higher Ed","Fimbrion Therapeutics, Inc.","MO",189712.75,359398,1131235,0.527862564621951,0.18971275,1.131235,0.359398,"Other"
"1203","Not Higher Ed","Fina Biosolutions, Llc","MD",44694.3,75168,203158,0.59459211366539,0.0446943,0.203158,0.075168,"Other"
"1204","Not Higher Ed","Finnegan The Dragon, Inc","OR",49160.7,78657,196642,0.625000953506999,0.0491607,0.196642,0.078657,"Other"
"1205","Not Higher Ed","Fistula Solution Corporation","MN",44313.45,118119,492037,0.37515937317451,0.04431345,0.492037,0.118119,"Other"
"1206","Not Higher Ed","Flanders Interuniv Inst Biotechnology","",0,87444,1093049,0,0,1.093049,0.087444,"Other"
"1207","Not Higher Ed","Flex Orthopaedics, Inc.","CA",50066.25,80106,200265,0.625,0.05006625,0.200265,0.080106,"Other"
"1208","Not Higher Ed","Flexomics Llc","MA",51893.75,168230,775575,0.308469060215182,0.05189375,0.775575,0.16823,"Other"
"1209","Not Higher Ed","Flik Therapeutics, Inc.","PA",66015.55,105625,264063,0.624999289940828,0.06601555,0.264063,0.105625,"Other"
"1210","Not Higher Ed","Flint Rehabilitation Devices","CA",158675.55,253881,634703,0.624999704586007,0.15867555,0.634703,0.253881,"Other"
"1211","Not Higher Ed","Florida Agricultural And Mechanical Univ","FL",715635.35,1218509,3352491,0.587304115111173,0.71563535,3.352491,1.218509,"Other"
"1212","Not Higher Ed","Florida Assn Of Pediatric Tumor Prog","FL",0,65695,733297,0,0,0.733297,0.065695,"Other"
"1213","Not Higher Ed","Florida Gulf Coast University","FL",82435.55,219725,1212264,0.375176015473888,0.08243555,1.212264,0.219725,"Other"
"1214","Not Higher Ed","Florida Institu /Human/Machine Cognition","FL",159573,340308,1204900,0.46890757784125,0.159573,1.2049,0.340308,"Other"
"1215","Not Higher Ed","Florida International University","FL",1083738.8,1767857,4560788,0.613024017214062,1.0837388,4.560788,1.767857,"Other"
"1216","Not Higher Ed","Florida State Dept Of Agric/Consum Srvcs","FL",390,99724,2370586,0.00391079379086278,0.00039,2.370586,0.099724,"Other"
"1217","Not Higher Ed","Florida State University","FL",3140529.15,5270831,17513591,0.595831881158777,3.14052915,17.513591,5.270831,"Other"
"1218","Not Higher Ed","Flowpoint Medical Inc","KS",35028.95,70058,233527,0.499999286305633,0.03502895,0.233527,0.070058,"Other"
"1219","Not Higher Ed","Flugen, Inc.","WI",0,20838,305896,0,0,0.305896,0.020838,"Other"
"1220","Not Higher Ed","Fluid Discovery Inc","CA",89500,143200,358000,0.625,0.0895,0.358,0.1432,"Other"
"1221","Not Higher Ed","Fluidispec Llc","PA",0,37631,289472,0,0,0.289472,0.037631,"Other"
"1222","Not Higher Ed","Fluidity Software, Inc.","MA",23815.15,132064,721659,0.180330370123577,0.02381515,0.721659,0.132064,"Other"
"1223","Not Higher Ed","Fluorofinder, Llc","CO",204387.5,333020,857550,0.613739415050147,0.2043875,0.85755,0.33302,"Other"
"1224","Not Higher Ed","Foli Bio Inc.","NY",31661.75,63173,210075,0.501191173444351,0.03166175,0.210075,0.063173,"Other"
"1225","Not Higher Ed","Food & Agricultural Org/United Nations","",0,28131,401869,0,0,0.401869,0.028131,"Other"
"1226","Not Higher Ed","Foresightcares Inc.","NC",0,39000,335000,0,0,0.335,0.039,"Other"
"1227","Not Higher Ed","Fort Belknap Indian Community","MT",0,32894,1234674,0,0,1.234674,0.032894,"Other"
"1228","Not Higher Ed","Fortiscience, Inc.","DE",0,14336,128601,0,0,0.128601,0.014336,"Other"
"1229","Not Higher Ed","Foundation For Aids Research","NY",0,191272,2691827,0,0,2.691827,0.191272,"Other"
"1230","Not Higher Ed","Foundation For Applied Molecular Evolutn","FL",317546.35,432721,767831,0.733836236281576,0.31754635,0.767831,0.432721,"Other"
"1231","Not Higher Ed","Foundation For Research Development","",0,8063,136613,0,0,0.136613,0.008063,"Other"
"1232","Not Higher Ed","Fox Chase Chemical Diversity Center, Inc","PA",359410.85,891622,3584289,0.403097781346804,0.35941085,3.584289,0.891622,"Other"
"1233","Not Higher Ed","Fox Learning Systems, Inc.","PA",0,8618,238862,0,0,0.238862,0.008618,"Other"
"1234","Not Higher Ed","Frameshift Labs, Inc.","MA",0,59730,858371,0,0,0.858371,0.05973,"Other"
"1235","Not Higher Ed","Francis Crick Institute, Ltd","",0,21446,268075,0,0,0.268075,0.021446,"Other"
"1236","Not Higher Ed","Franciscan Hospital For Children, Inc.","MA",43125,61875,125000,0.696969696969697,0.043125,0.125,0.061875,"Other"
"1237","Not Higher Ed","Fraunhofer Center /Manufacturing Innov","MA",94370.15,141596,314839,0.666474688550524,0.09437015,0.314839,0.141596,"Other"
"1238","Not Higher Ed","Frd Accel, Llc","SC",0,75303,896301,0,0,0.896301,0.075303,"Other"
"1239","Not Higher Ed","Fred Hutchinson Cancer Center","WA",64584808.25,100436589,252373008,0.643040637809793,64.58480825,252.373008,100.436589,"Fred Hutchinson Cancer Center"
"1240","Not Higher Ed","Friendi.fi Corporation","CA",47540.55,83196,237703,0.571428313861243,0.04754055,0.237703,0.083196,"Other"
"1241","Not Higher Ed","Friends Research Institute, Inc.","MD",635542,1319185,4557620,0.481768667775937,0.635542,4.55762,1.319185,"Other"
"1242","Not Higher Ed","Frontier Sci & Technology Rsch Fdn, Inc","NY",115856.4,278796,1086264,0.41555976412861,0.1158564,1.086264,0.278796,"Other"
"1243","Not Higher Ed","Function Therapeutics, Inc.","WI",120543.5,200966,536150,0.599820367624374,0.1205435,0.53615,0.200966,"Other"
"1244","Not Higher Ed","Functional Fluidics, Llc","MI",42640.55,69425,178563,0.614195894850558,0.04264055,0.178563,0.069425,"Other"
"1245","Not Higher Ed","Fundacao Faculdade De Medicina","",0,30743,384283,0,0,0.384283,0.030743,"Other"
"1246","Not Higher Ed","Fundacao Manhica","",0,6716,128985,0,0,0.128985,0.006716,"Other"
"1247","Not Higher Ed","Fundacao Oswaldo Cruz","",0,131164,1670462,0,0,1.670462,0.131164,"Other"
"1248","Not Higher Ed","Fzata, Inc.","MD",149293.3,402631,1688918,0.370794350161811,0.1492933,1.688918,0.402631,"Other"
"1249","Not Higher Ed","Galatea Bio Inc","FL",66615.15,106584,266459,0.625001407340689,0.06661515,0.266459,0.106584,"Other"
"1250","Not Higher Ed","Gateway Bio, Inc.","NC",82237.5,149427,447930,0.550352345961573,0.0822375,0.44793,0.149427,"Other"
"1251","Not Higher Ed","Gateway Biotechnology, Inc.","MO",44965.95,97929,353087,0.459168887663511,0.04496595,0.353087,0.097929,"Other"
"1252","Not Higher Ed","Ge Medical Systems Information Technologies, Inc","NY",459004.95,688992,1533247,0.666197793298035,0.45900495,1.533247,0.688992,"Other"
"1253","Not Higher Ed","Geisinger Clinic","PA",1850935.4,2844954,6700127,0.650602927147504,1.8509354,6.700127,2.844954,"Other"
"1254","Not Higher Ed","Gel4med, Inc.","MA",255245,408392,1020980,0.625,0.255245,1.02098,0.408392,"Other"
"1255","Not Higher Ed","Gelsana Therapeutics, Inc.","CO",54237.35,86780,216951,0.624998271491127,0.05423735,0.216951,0.08678,"Other"
"1256","Not Higher Ed","Geneial Llc","TX",68658.1,181804,754306,0.377649006622517,0.0686581,0.754306,0.181804,"Other"
"1257","Not Higher Ed","General Biophysics, Llc","MA",45998.25,184032,920225,0.249947020083464,0.04599825,0.920225,0.184032,"Other"
"1258","Not Higher Ed","General Engineering And Research, Llc","CA",20086.65,51699,210749,0.388530725932803,0.02008665,0.210749,0.051699,"Other"
"1259","Not Higher Ed","General Nutraceutical Technology, Llc","NY",48652.25,181076,882825,0.268684143674479,0.04865225,0.882825,0.181076,"Other"
"1260","Not Higher Ed","Genetag Technology, Inc.","GA",0,8682,86818,0,0,0.086818,0.008682,"Other"
"1261","Not Higher Ed","Genetobe Inc.","MI",16421.25,190782,1380636,0.0860733717017329,0.01642125,1.380636,0.190782,"Other"
"1262","Not Higher Ed","Geneventiv Therapeutics, Inc.","NC",0,53730,1095988,0,0,1.095988,0.05373,"Other"
"1263","Not Higher Ed","Gennext Technologies, Inc.","CA",195242.95,322312,847127,0.605757619945891,0.19524295,0.847127,0.322312,"Other"
"1264","Not Higher Ed","George Mason University","VA",816479.85,1311368,3443341,0.622616877947304,0.81647985,3.443341,1.311368,"Other"
"1265","Not Higher Ed","George Washington University","DC",933133.65,1425494,3603452,0.654603702295485,0.93313365,3.603452,1.425494,"Other"
"1266","Not Higher Ed","Georgetown University","DC",603084.95,990750,3288897,0.608715569013374,0.60308495,3.288897,0.99075,"Other"
"1267","Not Higher Ed","Georgia State Department Of Agriculture","GA",98182.65,334550,1580450,0.293476759826633,0.09818265,1.58045,0.33455,"Other"
"1268","Not Higher Ed","Gerontological Society Of America","DC",0,54573,735233,0,0,0.735233,0.054573,"Other"
"1269","Not Higher Ed","Gheskio Center","",0,125480,2299723,0,0,2.299723,0.12548,"Other"
"1270","Not Higher Ed","Gigamune, Inc.","CA",50066.95,80107,200267,0.625000936247769,0.05006695,0.200267,0.080107,"Other"
"1271","Not Higher Ed","Gilgamesh Pharmaceuticals Inc","NY",0,232799,2514352,0,0,2.514352,0.232799,"Other"
"1272","Not Higher Ed","Gillette Children's Specialty Healthcare","MN",50475.3,102378,346018,0.493028775713532,0.0504753,0.346018,0.102378,"Other"
"1273","Not Higher Ed","Giner, Inc.","MA",208739.95,291145,549367,0.716962166618008,0.20873995,0.549367,0.291145,"Other"
"1274","Not Higher Ed","Gismo Therapeutics, Inc.","NY",199059.85,318496,796241,0.624999529036471,0.19905985,0.796241,0.318496,"Other"
"1275","Not Higher Ed","Glax, Llc","DE",71428.2,119285,335712,0.598802867083037,0.0714282,0.335712,0.119285,"Other"
"1276","Not Higher Ed","Glaxosmithkline Biologicals","",0,59931,749139,0,0,0.749139,0.059931,"Other"
"1277","Not Higher Ed","Glc Biotechnology, Inc.","OH",399105.5,460193,407250,0.867256781393893,0.3991055,0.40725,0.460193,"Other"
"1278","Not Higher Ed","Global Biomedical Technologies, Llc","FL",45395.9,187793,949314,0.241733717444207,0.0453959,0.949314,0.187793,"Other"
"1279","Not Higher Ed","Glucosentient, Inc.","IL",44379.3,71007,177518,0.624998943766108,0.0443793,0.177518,0.071007,"Other"
"1280","Not Higher Ed","Glycan Therapeutics Corporation","NC",380541.2,817685,3272047,0.465388505353529,0.3805412,3.272047,0.817685,"Other"
"1281","Not Higher Ed","Glycodots, Llc","CA",0,26480,242719,0,0,0.242719,0.02648,"Other"
"1282","Not Higher Ed","Glycomantra, Inc.","MD",311110,497776,1244440,0.625,0.31111,1.24444,0.497776,"Other"
"1283","Not Higher Ed","Glycomira, Llc","UT",16.0500000000029,37362,248973,0.000429580857555883,1.60500000000029e-05,0.248973,0.037362,"Other"
"1284","Not Higher Ed","Glycot Therapeutics, Llc","MD",79705,162619,552760,0.490133379248427,0.079705,0.55276,0.162619,"Other"
"1285","Not Higher Ed","Gmj Technologies, Inc.","WA",58411.25,93458,233645,0.625,0.05841125,0.233645,0.093458,"Other"
"1286","Not Higher Ed","Goalistics, Llc","AZ",0.25,37291,248605,6.70403046311442e-06,2.5e-07,0.248605,0.037291,"Other"
"1287","Not Higher Ed","Godx, Inc.","WI",175392.9,289401,760054,0.606054920335452,0.1753929,0.760054,0.289401,"Other"
"1288","Not Higher Ed","Gramercy Research Group, Llc","NC",78820.25,118763,266285,0.66367681853776,0.07882025,0.266285,0.118763,"Other"
"1289","Not Higher Ed","Granite Medical, Llc","NH",114443.9,183110,457774,0.625000819179728,0.1144439,0.457774,0.18311,"Other"
"1290","Not Higher Ed","Great Lakes Inter-Tribal Council, Inc.","WI",4628.25,142529,1494587,0.0324723389625971,0.00462825,1.494587,0.142529,"Other"
"1291","Not Higher Ed","Greater Los Angeles Veterans Research And Education Foundation","CA",50553.5,84866,228750,0.595686140503853,0.0505535,0.22875,0.084866,"Other"
"1292","Not Higher Ed","Greenstone Biosciences, Inc.","CA",258438.6,423502,1133756,0.610241746201907,0.2584386,1.133756,0.423502,"Other"
"1293","Not Higher Ed","Greenwood Genetic Center","SC",28381.1,97322,459606,0.291620599658864,0.0283811,0.459606,0.097322,"Other"
"1294","Not Higher Ed","Griffith University","",0,11000,137500,0,0,0.1375,0.011,"Other"
"1295","Not Higher Ed","Grupo Nexos Inc.","PR",0,34091,340909,0,0,0.340909,0.034091,"Other"
"1296","Not Higher Ed","Guttmacher Institute","NY",18429.35,93143,498091,0.197860816164392,0.01842935,0.498091,0.093143,"Other"
"1297","Not Higher Ed","Gynion, Llc","CT",29905.2,70800,272632,0.422389830508475,0.0299052,0.272632,0.0708,"Other"
"1298","Not Higher Ed","H. Lee Moffitt Cancer Ctr & Res Inst","FL",17333103.9,23541320,42155756,0.736284282274741,17.3331039,42.155756,23.54132,"H. Lee Moffitt Cancer Ctr & Res Inst"
"1299","Not Higher Ed","Habitaware, Inc.","MN",219652.05,390546,1139293,0.562422992425988,0.21965205,1.139293,0.390546,"Other"
"1300","Not Higher Ed","Hackensack University Medical Center","NJ",3678288.4,5473692,12100794,0.671994039854636,3.6782884,12.100794,5.473692,"Other"
"1301","Not Higher Ed","Hager Biosciences, Llc","PA",83636.1,133818,334546,0.624998879074564,0.0836361,0.334546,0.133818,"Other"
"1302","Not Higher Ed","Haima Therapeutics, Llc","OH",102992.6,221831,792256,0.464284072108948,0.1029926,0.792256,0.221831,"Other"
"1303","Not Higher Ed","Halide Biologics, Inc.","IA",34599.95,67496,219307,0.51262222946545,0.03459995,0.219307,0.067496,"Other"
"1304","Not Higher Ed","Halomine, Inc.","NY",173349.3,277359,693398,0.624999729592333,0.1733493,0.693398,0.277359,"Other"
"1305","Not Higher Ed","Hamilton Health Sciences Corporation","ON",0,24791,309888,0,0,0.309888,0.024791,"Other"
"1306","Not Higher Ed","Hampton University","VA",47582.5,67975,135950,0.7,0.0475825,0.13595,0.067975,"Other"
"1307","Not Higher Ed","Handl Health Llc","CA",0,144574,963828,0,0,0.963828,0.144574,"Other"
"1308","Not Higher Ed","Hanoi Medical University","",0,30405,565738,0,0,0.565738,0.030405,"Other"
"1309","Not Higher Ed","Harlingene Life Sciences Llc","PA",476.75,39545,260455,0.0120558856998356,0.00047675,0.260455,0.039545,"Other"
"1310","Not Higher Ed","Hart3s - A Social Purpose Corporation","WA",0,42420,302998,0,0,0.302998,0.04242,"Other"
"1311","Not Higher Ed","Hartford Hospital","CT",694099.9,968830,1831534,0.716431056016019,0.6940999,1.831534,0.96883,"Other"
"1312","Not Higher Ed","Harvard Medical School","MA",2758035.15,4580247,13734401,0.602158606293503,2.75803515,13.734401,4.580247,"Other"
"1313","Not Higher Ed","Harvard Pilgrim Health Care, Inc.","MA",3294885.6,5664821,16128142,0.581639843518445,3.2948856,16.128142,5.664821,"Other"
"1314","Not Higher Ed","Harvard School Of Public Health","MA",5635890.15,9248497,26071531,0.60938443835793,5.63589015,26.071531,9.248497,"Other"
"1315","Not Higher Ed","Harvard University","MA",1418914.85,2627283,8470731,0.540069284504182,1.41891485,8.470731,2.627283,"Other"
"1316","Not Higher Ed","Hasentech, Inc.","IL",10830.7,48547,251442,0.223097204770635,0.0108307,0.251442,0.048547,"Other"
"1317","Not Higher Ed","Hastings Center, Inc.","NY",31998.2,158179,874636,0.202291075300767,0.0319982,0.874636,0.158179,"Other"
"1318","Not Higher Ed","Hats & Ladders, Inc.","NY",29997.45,140508,736737,0.213492826031258,0.02999745,0.736737,0.140508,"Other"
"1319","Not Higher Ed","Hauptman-Woodward Medical Research Inst","NY",782028.45,962151,1200817,0.8127918071072,0.78202845,1.200817,0.962151,"Other"
"1320","Not Higher Ed","Hawaii Biotech, Inc.","HI",229511.5,367219,918050,0.624998978811009,0.2295115,0.91805,0.367219,"Other"
"1321","Not Higher Ed","Hawaii State Department Of Health","HI",3.63797880709171e-12,29799,344205,1.22083922517256e-16,3.63797880709171e-18,0.344205,0.029799,"Other"
"1322","Not Higher Ed","Hawaii State Dept Of Agriculture","HI",0,31256,262655,0,0,0.262655,0.031256,"Other"
"1323","Not Higher Ed","Hdt Bio Corporation","WA",499619.05,698456,1868885,0.715319289976749,0.49961905,1.868885,0.698456,"Other"
"1324","Not Higher Ed","Healcisio, Inc.","CA",0,53945,946055,0,0,0.946055,0.053945,"Other"
"1325","Not Higher Ed","Healing Innovations Inc","TN",91158.45,205107,759657,0.444443388085243,0.09115845,0.759657,0.205107,"Other"
"1326","Not Higher Ed","Healing Lodge Of The Seven Nations","WA",67724.3,324892,1765306,0.208451731652365,0.0677243,1.765306,0.324892,"Other"
"1327","Not Higher Ed","Healionics Corporation","WA",98822.65,204373,703669,0.483540634036786,0.09882265,0.703669,0.204373,"Other"
"1328","Not Higher Ed","Health And Environmental Sciences Institute","DC",33071.5,74410,275590,0.44444967074318,0.0330715,0.27559,0.07441,"Other"
"1329","Not Higher Ed","Health And Human Services, Nevada Department Of","NV",0,14840,124119,0,0,0.124119,0.01484,"Other"
"1330","Not Higher Ed","Health Choice Network, Inc.","FL",68.5500000000029,48960,325943,0.00140012254901967,6.85500000000029e-05,0.325943,0.04896,"Other"
"1331","Not Higher Ed","Health Discovery Labs Llc","TX",145871.1,233394,583486,0.624999357309957,0.1458711,0.583486,0.233394,"Other"
"1332","Not Higher Ed","Health Research Foundation","",1.81898940354586e-12,13794,214083,1.31868160326653e-16,1.81898940354586e-18,0.214083,0.013794,"Other"
"1333","Not Higher Ed","Health Resources In Action, Inc.","MA",0,18465,230817,0,0,0.230817,0.018465,"Other"
"1334","Not Higher Ed","Healthpartners Institute","MN",2353407.4,3415651,7188898,0.689006985783969,2.3534074,7.188898,3.415651,"Other"
"1335","Not Higher Ed","Heartlung Corporation","CA",0,23408,270615,0,0,0.270615,0.023408,"Other"
"1336","Not Higher Ed","Hebrew Rehabilitation Center For Aged","MA",1687322.45,2819256,8268786,0.598499196241845,1.68732245,8.268786,2.819256,"Other"
"1337","Not Higher Ed","Hebrew University Of Jerusalem","",0,6391,547240,0,0,0.54724,0.006391,"Other"
"1338","Not Higher Ed","Hektoen Institute For Medical Research","IL",74783.25,536337,3398290,0.139433322705687,0.07478325,3.39829,0.536337,"Other"
"1339","Not Higher Ed","Helixbind, Inc.","MA",1103334.75,1932111,5525175,0.571051430274969,1.10333475,5.525175,1.932111,"Other"
"1340","Not Higher Ed","Helixomer, Inc.","NC",100385.5,216319,772890,0.464062333868037,0.1003855,0.77289,0.216319,"Other"
"1341","Not Higher Ed","Hello Robot Inc","CA",74455,218386,959540,0.34093302684238,0.074455,0.95954,0.218386,"Other"
"1342","Not Higher Ed","Hemex Health, Inc.","OR",112064.4,309213,1314324,0.362418138952761,0.1120644,1.314324,0.309213,"Other"
"1343","Not Higher Ed","Hemingway Designs, Llc","OR",0,24544,278437,0,0,0.278437,0.024544,"Other"
"1344","Not Higher Ed","Henley Ion, Llc","LA",21127.85,119900,658481,0.176212260216847,0.02112785,0.658481,0.1199,"Other"
"1345","Not Higher Ed","Hennepin Healthcare Research Institute","MN",134943.8,1201074,11199166,0.11235261107975,0.1349438,11.199166,1.201074,"Other"
"1346","Not Higher Ed","Henry Ford Health + Michigan State University Health Sciences","MI",643915.65,924145,1951250,0.696769067624669,0.64391565,1.95125,0.924145,"Other"
"1347","Not Higher Ed","Henry Ford Health System","MI",2050774,3301992,8838527,0.621071765164785,2.050774,8.838527,3.301992,"Other"
"1348","Not Higher Ed","Henry M. Jackson Fdn For The Adv Mil/Med","MD",2473665.45,4247768,11956607,0.582344763179157,2.47366545,11.956607,4.247768,"Other"
"1349","Not Higher Ed","Hesperos, Llc","FL",231309.15,323040,611539,0.716038725854383,0.23130915,0.611539,0.32304,"Other"
"1350","Not Higher Ed","Hht Foundation International, Inc.","MD",0,21846,196614,0,0,0.196614,0.021846,"Other"
"1351","Not Higher Ed","Hido Technologies, Inc.","CA",0,105660,1056600,0,0,1.0566,0.10566,"Other"
"1352","Not Higher Ed","Highland Instruments, Inc.","MA",104597.6,251216,977456,0.416365199668811,0.1045976,0.977456,0.251216,"Other"
"1353","Not Higher Ed","Hillhurst Biopharmaceuticals, Inc.","CA",179275,538954,2460564,0.332635067185697,0.179275,2.460564,0.538954,"Other"
"1354","Not Higher Ed","Hillmed Inc","TX",0,67846,458506,0,0,0.458506,0.067846,"Other"
"1355","Not Higher Ed","Hispanic Access Foundation","DC",0,19978,249727,0,0,0.249727,0.019978,"Other"
"1356","Not Higher Ed","Hoag Memorial Hospital Presbyterian","CA",106851.65,165989,394249,0.643727295182211,0.10685165,0.394249,0.165989,"Other"
"1357","Not Higher Ed","Homesrenewed Ventures Llc","DC",1.45519152283669e-11,98020,737531,1.48458633221453e-16,1.45519152283669e-17,0.737531,0.09802,"Other"
"1358","Not Higher Ed","Hoola Music And Cultural Arts","HI",0,20000,250000,0,0,0.25,0.02,"Other"
"1359","Not Higher Ed","Hopa Mountain","MT",0,16800,225000,0,0,0.225,0.0168,"Other"
"1360","Not Higher Ed","Hopeful Aging Llc","MA",150497.4,341433,1272904,0.440781646765251,0.1504974,1.272904,0.341433,"Other"
"1361","Not Higher Ed","Hospital For Special Surgery","NY",2782455.15,3695353,6827887,0.752960583197329,2.78245515,6.827887,3.695353,"Other"
"1362","Not Higher Ed","Housing Authority Of The City Of Los Angeles","CA",3.63797880709171e-12,29767,345209,1.22215164682088e-16,3.63797880709171e-18,0.345209,0.029767,"Other"
"1363","Not Higher Ed","Howard University","DC",643008.2,905288,1748532,0.710280264402047,0.6430082,1.748532,0.905288,"Other"
"1364","Not Higher Ed","Hudson-Alpha Institute For Biotechnology","AL",365273.25,607587,1615425,0.601186743626839,0.36527325,1.615425,0.607587,"Other"
"1365","Not Higher Ed","Hugo W. Moser Res Inst Kennedy Krieger","MD",3517532,5322577,12669638,0.660870101080736,3.517532,12.669638,5.322577,"Other"
"1366","Not Higher Ed","Human Cell Co","IL",122749.3,283719,1364198,0.432643918806989,0.1227493,1.364198,0.283719,"Other"
"1367","Not Higher Ed","Hunter College","NY",300860.35,415591,764871,0.72393374736219,0.30086035,0.764871,0.415591,"Other"
"1368","Not Higher Ed","Huntington Medical Research Institutes","CA",225151.7,442802,1451002,0.508470377279235,0.2251517,1.451002,0.442802,"Other"
"1369","Not Higher Ed","Hydrogene Therapeutics Inc","TX",24217.3,56896,217858,0.425641521372329,0.0242173,0.217858,0.056896,"Other"
"1370","Not Higher Ed","Ibis Reproductive Health","MA",1500,48687,487931,0.0308090455357693,0.0015,0.487931,0.048687,"Other"
"1371","Not Higher Ed","Ibm Thomas J. Watson Research Center","NY",85367.7,125430,267082,0.680600334848123,0.0853677,0.267082,0.12543,"Other"
"1372","Not Higher Ed","Icahn School Of Medicine At Mount Sinai","NY",12237524.85,17006336,33095532,0.719586208928249,12.23752485,33.095532,17.006336,"Icahn School Of Medicine At Mount Sinai"
"1373","Not Higher Ed","Idaho State Department Of Agriculture","ID",0,32478,406022,0,0,0.406022,0.032478,"Other"
"1374","Not Higher Ed","Idaho Veterans Research / Education Fdn","ID",4800,12300,50000,0.390243902439024,0.0048,0.05,0.0123,"Other"
"1375","Not Higher Ed","Ifakara Health Institute","",9.09494701772928e-13,6898,86229,1.31849043457948e-16,9.09494701772928e-19,0.086229,0.006898,"Other"
"1376","Not Higher Ed","Ifocus Imaging Llc","OR",33233.6,66257,220156,0.501586247490831,0.0332336,0.220156,0.066257,"Other"
"1377","Not Higher Ed","Ihc Health Services, Inc.","UT",526020.9,990098,3213323,0.531281650907284,0.5260209,3.213323,0.990098,"Other"
"1378","Not Higher Ed","Ihealthscreen, Inc.","NY",0,86400,893983,0,0,0.893983,0.0864,"Other"
"1379","Not Higher Ed","Ihp Therapeutics, Inc.","CA",0,21038,1115919,0,0,1.115919,0.021038,"Other"
"1380","Not Higher Ed","Iliad Biotechnologies, Llc","NY",0,4456,313048,0,0,0.313048,0.004456,"Other"
"1381","Not Higher Ed","Illexcor Therapeutics, Llc","VA",2045.40000000001,195729,1419112,0.0104501632359027,0.00204540000000001,1.419112,0.195729,"Other"
"1382","Not Higher Ed","Illinois Institute Of Technology","IL",52369.6,498895,3189844,0.104971186321771,0.0523696,3.189844,0.498895,"Other"
"1383","Not Higher Ed","Illinois State Dept Of Public Health","IL",28527.55,63937,236063,0.446182179332781,0.02852755,0.236063,0.063937,"Other"
"1384","Not Higher Ed","Illuminant Surgical, Inc.","CA",23916.85,56800,219221,0.421071302816901,0.02391685,0.219221,0.0568,"Other"
"1385","Not Higher Ed","Imagen Bioworks Inc.","TX",9610.4,48956,262304,0.196306887817632,0.0096104,0.262304,0.048956,"Other"
"1386","Not Higher Ed","Imetabolic Biopharma Corporation","AZ",28428,61230,218680,0.464282214600686,0.028428,0.21868,0.06123,"Other"
"1387","Not Higher Ed","Imggyd Llc","WI",174077.85,302097,853461,0.576231640830594,0.17407785,0.853461,0.302097,"Other"
"1388","Not Higher Ed","Immersive Tech, Inc.","FL",60859.8,145371,563408,0.418651588005861,0.0608598,0.563408,0.145371,"Other"
"1389","Not Higher Ed","Immport Therapeutics, Inc.","CA",0,19400,250000,0,0,0.25,0.0194,"Other"
"1390","Not Higher Ed","Immuno Technologies, Inc.","TN",0,107060,892821,0,0,0.892821,0.10706,"Other"
"1391","Not Higher Ed","Immunoblue, Llc","MD",27012.65,75620,324049,0.357215683681566,0.02701265,0.324049,0.07562,"Other"
"1392","Not Higher Ed","Immunochem Therapeutics, Llc","MA",208394.45,333431,833577,0.625000224934094,0.20839445,0.833577,0.333431,"Other"
"1393","Not Higher Ed","Immunophotonics, Inc.","MO",129772.75,207949,521175,0.624060466749059,0.12977275,0.521175,0.207949,"Other"
"1394","Not Higher Ed","Immunova Therapeutics, Llc","CA",0,71038,929991,0,0,0.929991,0.071038,"Other"
"1395","Not Higher Ed","Immuto Scientific, Inc.","WI",102194.45,163511,408777,0.625000458684737,0.10219445,0.408777,0.163511,"Other"
"1396","Not Higher Ed","Impactiv, Inc.","GA",117184.6,222184,699996,0.527421416483635,0.1171846,0.699996,0.222184,"Other"
"1397","Not Higher Ed","Imperial College Of Science, Technology And Medicine","",3.63797880709171e-12,82225,1259275,4.42441934580932e-17,3.63797880709171e-18,1.259275,0.082225,"Other"
"1398","Not Higher Ed","Implenomics Llcs","MA",120731.1,286571,1316185,0.421295595157919,0.1207311,1.316185,0.286571,"Other"
"1399","Not Higher Ed","In Vivo Analytics, Inc.","NY",201743.2,322789,806972,0.625000232349925,0.2017432,0.806972,0.322789,"Other"
"1400","Not Higher Ed","Inaedis, Inc","NJ",420.25,38476,253705,0.0109223931801643,0.00042025,0.253705,0.038476,"Other"
"1401","Not Higher Ed","Inbios International, Inc.","WA",39451.65,158529,793849,0.248860776261757,0.03945165,0.793849,0.158529,"Other"
